ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-1ab00a,A-d922bf,1/25/2024,1/27/2024 4:00,52,low,30,,FALSE
T-1b7db9,A-712533,5/5/2024,5/6/2024 16:00,40,low,145,5,FALSE
T-2b2d2d,A-39868b,1/21/2024,1/23/2024 7:00,55,medium,40,3,FALSE
T-66d5a0,A-671f31,3/1/2024,3/1/2024 17:00,17,urgent,153,,FALSE
T-056486,A-86902e,5/1/2023,5/2/2023 10:00,34,medium,7,,FALSE
T-afa224,A-bcbe98,5/23/2024,5/25/2024 10:00,58,urgent,1,,FALSE
T-62614c,A-89ee83,8/2/2023,8/2/2023 11:00,11,urgent,32,,FALSE
T-abeb65,A-c70870,7/7/2024,7/9/2024 7:00,55,low,10,,FALSE
T-c16052,A-05d3b3,9/14/2023,9/15/2023 22:00,46,high,70,,FALSE
T-5fff6a,A-9123ac,8/2/2024,8/3/2024 0:00,24,medium,169,,FALSE
T-347ab6,A-cc102e,5/18/2023,5/18/2023 7:00,7,high,36,,FALSE
T-3d947f,A-3932db,2/27/2023,3/1/2023 20:00,68,low,26,5,FALSE
T-921bf4,A-f97b9a,6/10/2024,6/11/2024 3:00,27,medium,109,,FALSE
T-6b831b,A-9208f0,12/12/2024,12/14/2024 19:00,67,low,57,3,FALSE
T-c59e1a,A-40906c,10/20/2024,10/21/2024 13:00,37,low,127,3,FALSE
T-abd0a8,A-0354fe,11/30/2024,11/30/2024 1:00,1,high,107,3,FALSE
T-1e6dde,A-ac9111,5/5/2024,5/6/2024 16:00,40,urgent,89,,FALSE
T-94b38c,A-503d5a,9/28/2023,9/29/2023 2:00,26,high,128,,FALSE
T-399e29,A-bb1eaa,2/25/2024,2/25/2024 1:00,1,high,67,,FALSE
T-8fd002,A-2d1036,3/30/2023,4/1/2023 0:00,48,low,53,4,FALSE
T-7bb8d5,A-1ac5e0,9/3/2024,9/4/2024 9:00,33,medium,50,4,FALSE
T-e062e2,A-378b99,8/19/2024,8/20/2024 15:00,39,high,106,3,FALSE
T-880bce,A-54d94a,5/16/2024,5/18/2024 23:00,71,low,118,4,FALSE
T-7b09d9,A-e19ff6,1/9/2024,1/9/2024 9:00,9,high,162,5,FALSE
T-306781,A-bb3bd4,12/5/2023,12/7/2023 9:00,57,medium,21,,FALSE
T-9e2480,A-328bd0,8/24/2024,8/26/2024 22:00,70,high,26,4,FALSE
T-af5765,A-3c1a3f,3/9/2024,3/9/2024 19:00,19,low,44,3,FALSE
T-b60d4d,A-417d2f,2/1/2024,2/3/2024 4:00,52,high,20,5,FALSE
T-e33b60,A-c37601,2/26/2024,2/28/2024 5:00,53,low,23,3,FALSE
T-44e08c,A-45ce7a,12/14/2024,12/16/2024 2:00,50,medium,101,,FALSE
T-8c6169,A-7dacce,7/14/2023,7/14/2023 7:00,7,high,135,3,FALSE
T-baf332,A-8145a0,1/9/2023,1/9/2023 18:00,18,medium,98,,FALSE
T-e6d8dd,A-e4bf56,8/10/2024,8/10/2024 22:00,22,urgent,175,5,FALSE
T-52a57e,A-5b051a,3/24/2024,3/24/2024 2:00,2,urgent,2,3,FALSE
T-8f8c19,A-309e54,5/30/2023,5/30/2023 3:00,3,low,87,,FALSE
T-5d46d9,A-fdfc91,6/13/2023,6/13/2023 11:00,11,high,148,,FALSE
T-bc6854,A-d3c88e,12/15/2023,12/17/2023 1:00,49,high,98,,FALSE
T-141b01,A-337bc1,12/1/2024,12/1/2024 19:00,19,medium,136,,FALSE
T-b3739a,A-2f6a32,12/27/2023,12/28/2023 1:00,25,medium,139,3,FALSE
T-fa0eed,A-f25509,5/30/2024,6/1/2024 1:00,49,high,68,,FALSE
T-bc6799,A-9f9299,4/12/2023,4/14/2023 23:00,71,medium,146,,FALSE
T-90b336,A-d26ab4,9/28/2023,9/30/2023 4:00,52,urgent,148,4,FALSE
T-1ecc39,A-c7e58b,12/1/2024,12/1/2024 4:00,4,high,28,4,FALSE
T-4ecb7b,A-acb7f7,8/19/2023,8/21/2023 2:00,50,low,98,,FALSE
T-76c486,A-089363,11/6/2023,11/7/2023 1:00,25,low,153,3,FALSE
T-20065b,A-1e1b80,5/14/2023,5/16/2023 9:00,57,high,54,4,FALSE
T-161f9c,A-6c093d,7/11/2024,7/12/2024 3:00,27,high,6,,FALSE
T-1e8229,A-5790f4,8/21/2023,8/21/2023 4:00,4,medium,3,,FALSE
T-aac2ca,A-18793f,3/4/2023,3/5/2023 14:00,38,low,155,4,FALSE
T-b6d936,A-cb6cc6,3/11/2024,3/11/2024 18:00,18,high,135,4,FALSE
T-6d8b81,A-117171,11/4/2023,11/5/2023 20:00,44,high,52,,TRUE
T-2006d9,A-e40f45,2/16/2023,2/18/2023 0:00,48,high,157,,FALSE
T-01e321,A-3ce5b8,6/1/2024,6/2/2024 22:00,46,medium,80,4,FALSE
T-cd5725,A-f6b2fb,10/26/2023,10/29/2023 0:00,72,high,155,,FALSE
T-e727f3,A-39868b,1/27/2023,1/29/2023 12:00,60,medium,122,4,FALSE
T-22c308,A-6f50ae,8/7/2024,8/8/2024 21:00,45,low,105,5,FALSE
T-533b28,A-1b9609,10/22/2024,10/24/2024 17:00,65,high,26,,FALSE
T-14571c,A-02fac6,11/1/2023,11/2/2023 12:00,36,low,176,5,FALSE
T-71ab14,A-f97b9a,1/31/2023,2/1/2023 19:00,43,medium,39,4,FALSE
T-7dca41,A-b48f73,5/13/2023,5/14/2023 22:00,46,low,62,,FALSE
T-777bf4,A-0f6450,1/20/2023,1/20/2023 2:00,2,low,54,5,FALSE
T-d5f2dd,A-0532a9,6/30/2023,7/1/2023 14:00,38,high,86,3,FALSE
T-0fc8f9,A-fda07f,11/28/2023,11/29/2023 6:00,30,medium,110,3,FALSE
T-db2c10,A-0aaf6e,10/13/2024,10/15/2024 11:00,59,low,47,5,FALSE
T-89d6c4,A-40de06,11/24/2023,11/24/2023 16:00,16,medium,111,4,FALSE
T-4c383b,A-993085,12/9/2024,12/10/2024 13:00,37,low,109,3,FALSE
T-cce7ba,A-17939a,8/14/2024,8/16/2024 5:00,53,urgent,150,,FALSE
T-2651ec,A-8e47ca,2/18/2024,2/18/2024 10:00,10,high,21,,FALSE
T-673852,A-4e44e8,9/15/2024,9/15/2024 2:00,2,low,10,3,FALSE
T-d75ceb,A-9b9fe9,7/26/2024,7/27/2024 9:00,33,urgent,158,3,FALSE
T-49a11d,A-6c093d,5/8/2024,5/9/2024 12:00,36,medium,123,5,FALSE
T-274cf7,A-781cc0,1/28/2024,1/30/2024 23:00,71,low,9,3,FALSE
T-31021c,A-65a46c,10/14/2023,10/16/2023 14:00,62,low,116,3,FALSE
T-37d585,A-0f7d77,11/23/2023,11/25/2023 4:00,52,high,138,5,FALSE
T-d80a44,A-58b9ff,2/4/2023,2/6/2023 19:00,67,medium,38,,TRUE
T-1e968e,A-484819,12/10/2023,12/10/2023 15:00,15,urgent,127,,FALSE
T-e1d305,A-149a69,6/16/2023,6/17/2023 22:00,46,urgent,114,3,FALSE
T-74d3f4,A-038089,5/25/2024,5/26/2024 17:00,41,low,102,,FALSE
T-b3cd04,A-5247b3,9/8/2024,9/10/2024 16:00,64,medium,51,5,FALSE
T-0cf3e3,A-0be015,3/23/2023,3/25/2023 18:00,66,medium,53,4,FALSE
T-b57da5,A-65a46c,6/22/2024,6/22/2024 3:00,3,urgent,107,,FALSE
T-f59d6e,A-3c1a3f,9/25/2023,9/27/2023 10:00,58,low,99,4,FALSE
T-7772d1,A-104f1a,3/26/2024,3/28/2024 8:00,56,low,40,4,FALSE
T-c895a0,A-5a92e7,10/10/2024,10/10/2024 22:00,22,medium,3,3,FALSE
T-19ea5b,A-d4ac0e,9/8/2024,9/8/2024 18:00,18,low,15,,FALSE
T-c8e32b,A-bc4d48,1/22/2024,1/22/2024 12:00,12,high,129,,FALSE
T-3ca62f,A-3b37d9,3/29/2023,3/29/2023 16:00,16,urgent,103,4,FALSE
T-6684a4,A-cc8c8f,11/19/2023,11/19/2023 22:00,22,urgent,103,3,FALSE
T-d0a540,A-e5d6ab,9/17/2024,9/19/2024 6:00,54,high,11,,FALSE
T-b456f1,A-c4ea60,11/5/2023,11/5/2023 5:00,5,low,22,5,FALSE
T-79975c,A-10b8f2,12/26/2023,12/28/2023 20:00,68,low,116,5,FALSE
T-1c3d56,A-3cc791,6/16/2024,6/16/2024 17:00,17,medium,151,4,TRUE
T-5fc181,A-a7bd4b,5/6/2023,5/7/2023 12:00,36,low,109,,FALSE
T-4220fc,A-0f6450,6/6/2023,6/7/2023 3:00,27,low,70,3,TRUE
T-ddd1a5,A-ae052e,4/2/2023,4/3/2023 7:00,31,low,62,5,FALSE
T-bf2ee1,A-b2af2e,8/20/2023,8/20/2023 14:00,14,medium,99,4,FALSE
T-4a7bb7,A-6c093d,2/27/2023,3/1/2023 10:00,58,high,76,,TRUE
T-ed85f6,A-05d3b3,8/23/2023,8/23/2023 14:00,14,medium,40,4,FALSE
T-601022,A-39b19f,10/4/2024,10/5/2024 19:00,43,low,32,5,TRUE
T-8027c4,A-66224b,2/29/2024,3/1/2024 4:00,28,low,113,3,FALSE
T-eed292,A-bb2f49,3/29/2024,3/29/2024 18:00,18,low,100,,FALSE
T-779cd9,A-b11cd0,1/11/2024,1/12/2024 21:00,45,low,160,,FALSE
T-1bf8d6,A-cc102e,10/31/2023,11/2/2023 16:00,64,medium,130,5,FALSE
T-a7d132,A-503d5a,3/10/2024,3/10/2024 19:00,19,low,41,,FALSE
T-8ccee6,A-6e08f3,4/7/2023,4/8/2023 2:00,26,urgent,122,3,FALSE
T-c8afc4,A-19b2c8,11/28/2023,11/29/2023 0:00,24,medium,29,5,FALSE
T-cdfd31,A-1d5444,12/11/2024,12/11/2024 5:00,5,high,96,,FALSE
T-13718e,A-a7bd4b,7/20/2023,7/22/2023 16:00,64,high,14,3,FALSE
T-2c8cf7,A-940b8b,9/17/2023,9/19/2023 14:00,62,urgent,57,3,FALSE
T-134994,A-0a62f5,11/5/2023,11/7/2023 11:00,59,high,153,,FALSE
T-9f9f2d,A-4814a3,11/2/2023,11/3/2023 3:00,27,medium,57,,TRUE
T-8b1e89,A-cbbe12,3/21/2024,3/23/2024 5:00,53,high,7,3,FALSE
T-3804b6,A-e98302,6/28/2023,6/28/2023 3:00,3,high,40,5,FALSE
T-862af5,A-e7beab,3/1/2023,3/1/2023 2:00,2,low,139,5,FALSE
T-09eea1,A-328bd0,2/18/2024,2/19/2024 16:00,40,medium,106,4,FALSE
T-e00e0a,A-6e7827,11/17/2024,11/19/2024 19:00,67,medium,81,4,FALSE
T-7d8c37,A-94d3da,8/6/2024,8/6/2024 14:00,14,low,4,5,FALSE
T-e4b581,A-ef84cf,11/2/2024,11/2/2024 16:00,16,low,11,4,TRUE
T-21da91,A-b9f5b1,8/9/2024,8/10/2024 8:00,32,low,121,3,FALSE
T-09e88f,A-bb2f49,1/28/2023,1/28/2023 14:00,14,urgent,45,4,FALSE
T-0854a1,A-0354fe,4/11/2024,4/13/2024 14:00,62,high,78,,FALSE
T-f932f6,A-ef84cf,8/7/2023,8/7/2023 3:00,3,urgent,91,4,FALSE
T-ca7d9e,A-20736a,12/14/2024,12/15/2024 16:00,40,high,145,3,FALSE
T-c2e25a,A-50bb9f,8/12/2023,8/12/2023 16:00,16,medium,142,5,FALSE
T-f7e86b,A-10b8da,9/23/2023,9/24/2023 0:00,24,high,32,4,FALSE
T-6a7af3,A-d49cc5,5/15/2024,5/15/2024 5:00,5,urgent,134,5,FALSE
T-b65657,A-f92792,11/24/2024,11/24/2024 20:00,20,medium,84,,FALSE
T-7df5b2,A-b78bf8,12/1/2024,12/1/2024 6:00,6,medium,161,5,FALSE
T-30fb5e,A-34ea2f,12/20/2023,12/20/2023 11:00,11,low,158,3,FALSE
T-0cd0f4,A-f6b2fb,1/26/2023,1/27/2023 16:00,40,high,56,,FALSE
T-72295c,A-ad64c6,4/20/2024,4/20/2024 4:00,4,medium,60,,FALSE
T-bf6b9b,A-35083d,10/2/2023,10/4/2023 4:00,52,high,87,5,FALSE
T-d7ff1e,A-558c72,5/3/2024,5/5/2024 23:00,71,urgent,91,4,FALSE
T-a2760f,A-68f37c,11/2/2023,11/2/2023 2:00,2,medium,169,,FALSE
T-4cc0d7,A-558c72,9/8/2023,9/10/2023 12:00,60,medium,113,5,TRUE
T-6b7933,A-b7ef83,1/24/2024,1/25/2024 4:00,28,urgent,88,4,FALSE
T-9703b6,A-7df7a7,7/4/2023,7/4/2023 8:00,8,urgent,142,4,FALSE
T-f10d70,A-fda07f,9/1/2024,9/1/2024 6:00,6,high,3,4,FALSE
T-f09f22,A-ef84cf,10/27/2024,10/29/2024 14:00,62,urgent,54,5,FALSE
T-5ab106,A-f97b9a,11/14/2024,11/15/2024 19:00,43,low,45,,FALSE
T-d67e21,A-4814a3,5/31/2023,5/31/2023 12:00,12,low,150,,FALSE
T-39910e,A-019782,9/9/2024,9/9/2024 10:00,10,urgent,166,,FALSE
T-0e1c0e,A-69b156,7/6/2024,7/8/2024 16:00,64,high,161,5,FALSE
T-e496a8,A-117171,8/22/2024,8/22/2024 22:00,22,medium,34,,FALSE
T-1dbfc1,A-c42f1f,1/8/2023,1/10/2023 22:00,70,high,67,,FALSE
T-de489a,A-692f18,7/28/2024,7/30/2024 7:00,55,high,96,5,FALSE
T-fd80a1,A-bcbe98,9/24/2023,9/26/2023 1:00,49,urgent,122,,FALSE
T-0e39f9,A-726cfa,8/5/2024,8/5/2024 9:00,9,high,93,4,FALSE
T-027331,A-474ad4,5/3/2024,5/3/2024 18:00,18,medium,76,5,FALSE
T-324459,A-51ec1b,8/20/2023,8/22/2023 10:00,58,high,105,5,FALSE
T-2b0805,A-202b67,7/28/2024,7/29/2024 11:00,35,urgent,179,,FALSE
T-1f5562,A-86902e,1/25/2023,1/27/2023 17:00,65,medium,69,,FALSE
T-c2a8c2,A-779e4e,7/11/2023,7/11/2023 15:00,15,urgent,86,5,FALSE
T-dbe987,A-463db0,2/22/2023,2/24/2023 21:00,69,medium,25,,FALSE
T-17b048,A-443b7c,8/23/2023,8/24/2023 0:00,24,urgent,44,3,FALSE
T-d3ac82,A-f17767,3/13/2023,3/15/2023 13:00,61,high,88,,TRUE
T-3716d2,A-e61e98,10/17/2023,10/19/2023 23:00,71,medium,127,5,FALSE
T-c16096,A-e08cd3,12/26/2024,12/28/2024 9:00,57,urgent,148,4,FALSE
T-07968b,A-068fc6,4/4/2023,4/6/2023 14:00,62,low,123,,FALSE
T-c6d16e,A-00bed1,3/13/2024,3/14/2024 4:00,28,urgent,107,4,FALSE
T-0088b7,A-ce550d,5/15/2024,5/17/2024 17:00,65,medium,173,3,TRUE
T-3a75b1,A-3be56b,2/13/2024,2/15/2024 12:00,60,low,61,4,FALSE
T-6a99e2,A-c42f1f,9/28/2024,9/30/2024 0:00,48,low,37,5,FALSE
T-646e6d,A-019782,12/1/2024,12/1/2024 10:00,10,urgent,48,3,FALSE
T-e81350,A-cea1f0,9/2/2024,9/4/2024 1:00,49,urgent,172,5,FALSE
T-866db3,A-f446b6,12/20/2023,12/20/2023 22:00,22,low,106,4,FALSE
T-faf9c4,A-40a557,7/19/2023,7/19/2023 21:00,21,low,143,,FALSE
T-b475e9,A-f51f16,4/23/2023,4/23/2023 15:00,15,urgent,109,,FALSE
T-911d71,A-dcc3f1,3/20/2024,3/21/2024 16:00,40,urgent,3,3,FALSE
T-861a59,A-3b37d9,9/23/2024,9/24/2024 4:00,28,medium,39,,FALSE
T-ad1e6e,A-503d5a,11/6/2023,11/8/2023 10:00,58,medium,116,,FALSE
T-8132dc,A-474ad4,9/13/2023,9/14/2023 9:00,33,urgent,11,,FALSE
T-ad077a,A-6dee43,10/16/2023,10/17/2023 0:00,24,urgent,12,3,FALSE
T-09f4bd,A-ce66f8,9/11/2023,9/12/2023 10:00,34,medium,75,3,FALSE
T-cd1aee,A-1ac5e0,8/5/2023,8/5/2023 6:00,6,high,99,3,FALSE
T-ff778b,A-9badbd,10/12/2024,10/12/2024 16:00,16,low,47,,FALSE
T-3090a7,A-f19409,3/9/2023,3/9/2023 5:00,5,medium,175,,FALSE
T-e67195,A-3ce5b8,10/25/2024,10/27/2024 2:00,50,low,156,3,FALSE
T-0c9932,A-eb2fdc,10/18/2023,10/18/2023 16:00,16,medium,50,5,FALSE
T-b88fe0,A-34ea2f,11/8/2023,11/8/2023 7:00,7,medium,42,,FALSE
T-e63e72,A-396e5f,6/2/2024,6/2/2024 21:00,21,high,125,,FALSE
T-ae7b6e,A-4e44e8,2/18/2023,2/18/2023 21:00,21,urgent,45,3,FALSE
T-963409,A-5a92e7,4/1/2023,4/1/2023 17:00,17,urgent,127,4,FALSE
T-7faf10,A-600734,9/1/2023,9/3/2023 4:00,52,medium,79,,FALSE
T-b9f162,A-20736a,12/1/2024,12/3/2024 9:00,57,high,131,4,FALSE
T-29acb7,A-68f37c,5/7/2023,5/7/2023 21:00,21,urgent,76,,FALSE
T-1a05b7,A-2446e3,2/8/2024,2/8/2024 6:00,6,urgent,111,3,FALSE
T-202a0d,A-17939a,12/30/2023,12/31/2023 10:00,34,medium,7,,FALSE
T-c44351,A-4d1e75,4/29/2024,4/30/2024 3:00,27,medium,24,4,FALSE
T-5c1ed6,A-de58ca,5/8/2023,5/8/2023 12:00,12,low,148,3,FALSE
T-e2e929,A-b07b56,4/30/2023,5/1/2023 4:00,28,high,43,3,FALSE
T-99e0a1,A-378b99,12/1/2023,12/2/2023 4:00,28,low,110,,FALSE
T-ffc8ec,A-43a9e3,6/26/2024,6/27/2024 11:00,35,medium,41,3,FALSE
T-12b388,A-0354fe,11/7/2024,11/7/2024 15:00,15,medium,14,,FALSE
T-3b6d69,A-ba6516,6/24/2024,6/26/2024 12:00,60,medium,90,4,FALSE
T-dd2674,A-3932db,1/28/2024,1/28/2024 19:00,19,high,158,5,FALSE
T-ae22ba,A-bb3bd4,10/14/2023,10/14/2023 3:00,3,low,178,4,FALSE
T-34421f,A-02fac6,5/18/2024,5/18/2024 16:00,16,high,179,3,FALSE
T-1018b1,A-1619f8,2/12/2024,2/12/2024 20:00,20,medium,89,,FALSE
T-474619,A-139c3b,10/8/2023,10/8/2023 3:00,3,medium,88,5,FALSE
T-f925c6,A-425e76,2/14/2023,2/14/2023 16:00,16,high,162,4,TRUE
T-b6633c,A-02fac6,2/18/2024,2/19/2024 10:00,34,urgent,107,,FALSE
T-7ddfa5,A-977ca0,9/30/2023,10/2/2023 8:00,56,high,117,,FALSE
T-0a1945,A-798a3f,10/30/2024,10/30/2024 7:00,7,urgent,34,4,FALSE
T-5dbf5b,A-7cfe77,3/15/2023,3/16/2023 14:00,38,high,154,3,FALSE
T-ecf597,A-d42431,1/29/2023,1/29/2023 10:00,10,high,174,3,FALSE
T-cb2104,A-fb186e,6/3/2023,6/3/2023 9:00,9,low,6,5,FALSE
T-235e0a,A-ce66f8,5/17/2023,5/19/2023 22:00,70,medium,107,,FALSE
T-9369c9,A-e351e1,8/18/2024,8/19/2024 17:00,41,urgent,51,3,FALSE
T-86a1f6,A-bb2f49,1/20/2024,1/21/2024 11:00,35,high,162,4,FALSE
T-1ba73b,A-e40f45,11/20/2023,11/20/2023 3:00,3,medium,75,3,FALSE
T-c863f8,A-94f8c9,11/12/2023,11/14/2023 21:00,69,low,141,5,FALSE
T-1ea354,A-ae052e,12/7/2023,12/7/2023 12:00,12,urgent,48,,FALSE
T-611c1e,A-8e47ca,3/9/2023,3/9/2023 4:00,4,high,17,3,FALSE
T-6047ed,A-c45b23,4/23/2024,4/25/2024 13:00,61,high,25,,FALSE
T-47ef6b,A-712426,10/17/2023,10/17/2023 1:00,1,medium,43,,FALSE
T-2e8d9d,A-9ee962,4/15/2023,4/15/2023 8:00,8,low,31,,FALSE
T-c400c4,A-7f6b86,5/18/2023,5/18/2023 15:00,15,high,39,,FALSE
T-520606,A-43a9e3,1/15/2023,1/15/2023 15:00,15,urgent,89,5,FALSE
T-3f5174,A-a7bd4b,6/7/2024,6/8/2024 18:00,42,high,98,3,FALSE
T-3a9f01,A-038089,10/10/2023,10/12/2023 13:00,61,urgent,32,3,FALSE
T-91bbd1,A-427b69,5/6/2024,5/8/2024 9:00,57,urgent,120,3,FALSE
T-72bc99,A-ff3c73,3/8/2023,3/8/2023 5:00,5,urgent,116,4,FALSE
T-f29fb2,A-186a44,3/30/2024,4/1/2024 5:00,53,medium,103,,FALSE
T-a01218,A-075038,3/18/2023,3/20/2023 2:00,50,high,104,3,FALSE
T-463295,A-3a7284,2/14/2023,2/16/2023 13:00,61,urgent,152,3,FALSE
T-464084,A-1f0636,4/27/2024,4/29/2024 12:00,60,high,82,4,FALSE
T-2188d7,A-f5641b,5/31/2023,5/31/2023 4:00,4,urgent,46,3,FALSE
T-474315,A-bb3bd4,3/1/2024,3/2/2024 17:00,41,urgent,139,4,FALSE
T-9bb199,A-af0cd2,4/23/2024,4/25/2024 21:00,69,urgent,152,,FALSE
T-bd38ae,A-5a184f,9/25/2023,9/25/2023 5:00,5,medium,38,4,FALSE
T-6e3b72,A-3b5cd1,1/27/2023,1/27/2023 3:00,3,medium,22,,FALSE
T-be97e7,A-7d514c,3/20/2024,3/20/2024 5:00,5,low,87,5,FALSE
T-5ceae7,A-92a3af,6/13/2024,6/14/2024 7:00,31,high,10,3,FALSE
T-b4c569,A-b48f73,11/6/2023,11/6/2023 1:00,1,high,4,5,FALSE
T-095fc4,A-9208f0,3/1/2023,3/2/2023 16:00,40,urgent,100,,FALSE
T-e6b94b,A-7cfe77,10/12/2024,10/13/2024 23:00,47,low,143,3,FALSE
T-832df9,A-88c6ca,2/26/2023,2/28/2023 8:00,56,urgent,12,,FALSE
T-0ceebb,A-72799b,9/6/2024,9/8/2024 7:00,55,high,104,5,FALSE
T-e6ff26,A-4e960a,12/8/2024,12/8/2024 20:00,20,urgent,130,,FALSE
T-69f219,A-9289f6,12/16/2024,12/18/2024 16:00,64,high,26,,FALSE
T-688401,A-1e1b80,3/30/2024,3/31/2024 10:00,34,high,94,3,FALSE
T-7620e2,A-54ecc2,7/28/2023,7/29/2023 9:00,33,high,129,,FALSE
T-10020f,A-3932db,8/24/2023,8/25/2023 4:00,28,urgent,71,,FALSE
T-a2eb91,A-4c56c9,1/12/2024,1/14/2024 10:00,58,medium,136,,FALSE
T-57fa50,A-104f1a,5/25/2023,5/27/2023 5:00,53,high,118,5,FALSE
T-b9b80b,A-afa505,6/24/2024,6/26/2024 9:00,57,urgent,49,3,TRUE
T-dd1f11,A-bcbe98,9/16/2024,9/17/2024 10:00,34,medium,71,,FALSE
T-c46a1b,A-86cdb4,11/7/2023,11/8/2023 7:00,31,medium,119,5,FALSE
T-7048cb,A-adc1f3,3/10/2023,3/10/2023 1:00,1,low,41,3,FALSE
T-65bdba,A-8ae05d,8/6/2023,8/7/2023 23:00,47,high,48,4,FALSE
T-da9797,A-bc87bc,10/1/2024,10/2/2024 21:00,45,high,160,3,FALSE
T-c786ff,A-c222ab,12/26/2024,12/27/2024 15:00,39,urgent,152,,FALSE
T-f39a06,A-96e141,3/7/2024,3/9/2024 22:00,70,medium,58,,FALSE
T-5a8cb8,A-9affe6,8/19/2024,8/21/2024 16:00,64,low,51,,FALSE
T-580c71,A-068fc6,4/15/2023,4/15/2023 9:00,9,urgent,156,,FALSE
T-2a19c6,A-52dd88,12/14/2023,12/17/2023 0:00,72,low,111,,FALSE
T-836ae9,A-410e86,12/22/2023,12/24/2023 22:00,70,low,130,,FALSE
T-895101,A-37f969,4/12/2024,4/12/2024 5:00,5,urgent,19,,FALSE
T-203b1e,A-69b156,6/12/2024,6/14/2024 0:00,48,high,92,4,FALSE
T-6da9bc,A-396e5f,12/10/2024,12/12/2024 12:00,60,high,49,4,TRUE
T-0d73d3,A-ef84cf,3/11/2024,3/13/2024 11:00,59,low,143,,FALSE
T-0f0bde,A-e888d1,9/24/2024,9/26/2024 3:00,51,medium,168,4,FALSE
T-b14d75,A-7641d3,3/8/2023,3/10/2023 4:00,52,medium,115,5,TRUE
T-8580fd,A-3a5ad8,6/9/2023,6/11/2023 2:00,50,urgent,149,,FALSE
T-52fdaf,A-e08cd3,4/21/2023,4/23/2023 3:00,51,urgent,23,3,FALSE
T-0648e6,A-0e966d,12/1/2024,12/1/2024 12:00,12,low,113,4,FALSE
T-d93bf8,A-32728c,1/25/2023,1/26/2023 16:00,40,medium,51,3,FALSE
T-718543,A-f03140,1/28/2023,1/30/2023 17:00,65,urgent,46,3,FALSE
T-a61271,A-05d3b3,11/3/2024,11/5/2024 16:00,64,urgent,3,,FALSE
T-0766ec,A-e351e1,12/29/2024,12/29/2024 5:00,5,low,100,3,FALSE
T-738fd8,A-7920cc,3/15/2024,3/15/2024 5:00,5,low,94,3,FALSE
T-3b09c6,A-49b828,11/4/2023,11/5/2023 2:00,26,medium,93,,FALSE
T-946568,A-e40f45,1/2/2023,1/3/2023 3:00,27,medium,24,,FALSE
T-1d4ad7,A-0be015,1/4/2024,1/6/2024 20:00,68,urgent,44,4,FALSE
T-69bbea,A-02fac6,3/3/2023,3/3/2023 16:00,16,medium,43,,FALSE
T-b0f248,A-0be015,11/26/2024,11/27/2024 22:00,46,high,122,,FALSE
T-676fdf,A-7920cc,10/4/2024,10/5/2024 2:00,26,medium,122,,FALSE
T-80fc65,A-d82ef9,10/8/2024,10/10/2024 13:00,61,low,116,,TRUE
T-7e129c,A-df10db,12/4/2023,12/6/2023 20:00,68,medium,46,3,TRUE
T-a0545c,A-484819,4/26/2024,4/26/2024 6:00,6,medium,152,,FALSE
T-2c4195,A-ffc04f,1/8/2024,1/8/2024 8:00,8,low,175,5,FALSE
T-9fcefd,A-659280,4/17/2023,4/17/2023 2:00,2,low,91,4,FALSE
T-c752b7,A-e36807,9/20/2024,9/20/2024 13:00,13,high,145,5,FALSE
T-7c0dc3,A-b20d99,8/8/2023,8/10/2023 12:00,60,medium,32,4,FALSE
T-5cf4eb,A-ce550d,6/15/2024,6/15/2024 18:00,18,high,169,4,FALSE
T-b4957a,A-8ae3fc,3/6/2024,3/6/2024 2:00,2,urgent,73,,FALSE
T-4a1a56,A-4e631b,9/4/2023,9/5/2023 5:00,29,urgent,86,,FALSE
T-07694c,A-9779ad,6/14/2023,6/14/2023 9:00,9,high,96,,FALSE
T-113483,A-1e50e0,10/29/2024,10/29/2024 22:00,22,urgent,116,,FALSE
T-fc3f98,A-6f8ad2,7/12/2023,7/14/2023 2:00,50,urgent,17,4,FALSE
T-466cea,A-ced9aa,11/23/2023,11/23/2023 10:00,10,medium,70,,FALSE
T-8caacd,A-eb7c38,8/16/2023,8/16/2023 5:00,5,urgent,56,,FALSE
T-87f0f2,A-425e76,2/18/2024,2/20/2024 22:00,70,medium,164,3,FALSE
T-5df8d7,A-a6d261,12/5/2024,12/7/2024 1:00,49,medium,3,4,FALSE
T-7098db,A-117171,12/12/2024,12/14/2024 1:00,49,low,95,4,FALSE
T-39076a,A-b7724f,1/22/2024,1/23/2024 4:00,28,urgent,15,3,FALSE
T-ddcfa7,A-40906c,5/26/2024,5/26/2024 6:00,6,medium,84,3,FALSE
T-4f2be5,A-3ce5b8,4/7/2023,4/8/2023 21:00,45,medium,137,5,FALSE
T-91aaf3,A-e1462e,4/18/2023,4/20/2023 19:00,67,high,122,4,FALSE
T-39b9b3,A-779e4e,3/24/2023,3/24/2023 23:00,23,urgent,86,,FALSE
T-3c3935,A-c1e51e,1/29/2023,1/30/2023 2:00,26,urgent,15,3,FALSE
T-7ff36c,A-0cc442,4/28/2023,4/28/2023 22:00,22,medium,11,,FALSE
T-153c4f,A-297a2d,5/14/2024,5/16/2024 7:00,55,high,9,,FALSE
